player,country,color,date,rating
tourist,BY,#ffd166,2021-07-12,3730
tourist,BY,#ffd166,2021-07-26,3734
tourist,BY,#ffd166,2021-08-09,3733
tourist,BY,#ffd166,2021-08-23,3728
tourist,BY,#ffd166,2021-09-06,3713
tourist,BY,#ffd166,2021-09-20,3701
tourist,BY,#ffd166,2021-10-04,3704
tourist,BY,#ffd166,2021-10-18,3717
tourist,BY,#ffd166,2021-11-01,3711
tourist,BY,#ffd166,2021-11-15,3705
tourist,BY,#ffd166,2021-11-29,3692
tourist,BY,#ffd166,2021-12-13,3704
tourist,BY,#ffd166,2021-12-27,3706
tourist,BY,#ffd166,2022-01-10,3696
tourist,BY,#ffd166,2022-01-24,3687
tourist,BY,#ffd166,2022-02-07,3682
tourist,BY,#ffd166,2022-02-21,3679
tourist,BY,#ffd166,2022-03-07,3671
tourist,BY,#ffd166,2022-03-21,3656
tourist,BY,#ffd166,2022-04-04,3650
tourist,BY,#ffd166,2022-04-18,3653
tourist,BY,#ffd166,2022-05-02,3663
tourist,BY,#ffd166,2022-05-16,3668
tourist,BY,#ffd166,2022-05-30,3660
tourist,BY,#ffd166,2022-06-13,3670
tourist,BY,#ffd166,2022-06-27,3663
tourist,BY,#ffd166,2022-07-11,3669
tourist,BY,#ffd166,2022-07-25,3656
tourist,BY,#ffd166,2022-08-08,3659
tourist,BY,#ffd166,2022-08-22,3657
tourist,BY,#ffd166,2022-09-05,3647
tourist,BY,#ffd166,2022-09-19,3647
tourist,BY,#ffd166,2022-10-03,3650
tourist,BY,#ffd166,2022-10-17,3681
tourist,BY,#ffd166,2022-10-31,3698
tourist,BY,#ffd166,2022-11-14,3689
tourist,BY,#ffd166,2022-11-28,3691
tourist,BY,#ffd166,2022-12-12,3717
tourist,BY,#ffd166,2022-12-26,3759
tourist,BY,#ffd166,2023-01-09,3770
tourist,BY,#ffd166,2023-01-23,3755
tourist,BY,#ffd166,2023-02-06,3750
tourist,BY,#ffd166,2023-02-20,3754
tourist,BY,#ffd166,2023-03-06,3776
tourist,BY,#ffd166,2023-03-20,3777
tourist,BY,#ffd166,2023-04-03,3784
tourist,BY,#ffd166,2023-04-17,3794
tourist,BY,#ffd166,2023-05-01,3810
tourist,BY,#ffd166,2023-05-15,3815
tourist,BY,#ffd166,2023-05-29,3807
tourist,BY,#ffd166,2023-06-12,3808
tourist,BY,#ffd166,2023-06-26,3808
tourist,BY,#ffd166,2023-07-10,3806
tourist,BY,#ffd166,2023-07-24,3806
tourist,BY,#ffd166,2023-08-07,3825
tourist,BY,#ffd166,2023-08-21,3838
tourist,BY,#ffd166,2023-09-04,3832
tourist,BY,#ffd166,2023-09-18,3807
tourist,BY,#ffd166,2023-10-02,3784
tourist,BY,#ffd166,2023-10-16,3780
tourist,BY,#ffd166,2023-10-30,3772
tourist,BY,#ffd166,2023-11-13,3756
tourist,BY,#ffd166,2023-11-27,3734
tourist,BY,#ffd166,2023-12-11,3727
tourist,BY,#ffd166,2023-12-25,3734
tourist,BY,#ffd166,2024-01-08,3746
tourist,BY,#ffd166,2024-01-22,3751
tourist,BY,#ffd166,2024-02-05,3735
tourist,BY,#ffd166,2024-02-19,3723
tourist,BY,#ffd166,2024-03-04,3707
tourist,BY,#ffd166,2024-03-18,3711
tourist,BY,#ffd166,2024-04-01,3712
tourist,BY,#ffd166,2024-04-15,3723
tourist,BY,#ffd166,2024-04-29,3715
tourist,BY,#ffd166,2024-05-13,3711
tourist,BY,#ffd166,2024-05-27,3695
tourist,BY,#ffd166,2024-06-10,3713
tourist,BY,#ffd166,2024-06-24,3725
tourist,BY,#ffd166,2024-07-08,3731
tourist,BY,#ffd166,2024-07-22,3725
tourist,BY,#ffd166,2024-08-05,3710
tourist,BY,#ffd166,2024-08-19,3713
tourist,BY,#ffd166,2024-09-02,3710
tourist,BY,#ffd166,2024-09-16,3724
tourist,BY,#ffd166,2024-09-30,3735
tourist,BY,#ffd166,2024-10-14,3740
tourist,BY,#ffd166,2024-10-28,3745
tourist,BY,#ffd166,2024-11-11,3758
tourist,BY,#ffd166,2024-11-25,3764
tourist,BY,#ffd166,2024-12-09,3757
tourist,BY,#ffd166,2024-12-23,3746
tourist,BY,#ffd166,2025-01-06,3747
tourist,BY,#ffd166,2025-01-20,3761
tourist,BY,#ffd166,2025-02-03,3783
tourist,BY,#ffd166,2025-02-17,3822
tourist,BY,#ffd166,2025-03-03,3854
tourist,BY,#ffd166,2025-03-17,3843
tourist,BY,#ffd166,2025-03-31,3813
tourist,BY,#ffd166,2025-04-14,3797
tourist,BY,#ffd166,2025-04-28,3809
tourist,BY,#ffd166,2025-05-12,3842
tourist,BY,#ffd166,2025-05-26,3869
tourist,BY,#ffd166,2025-06-09,3884
tourist,BY,#ffd166,2025-06-23,3889
tourist,BY,#ffd166,2025-07-07,3888
tourist,BY,#ffd166,2025-07-21,3876
tourist,BY,#ffd166,2025-08-04,3876
tourist,BY,#ffd166,2025-08-18,3870
tourist,BY,#ffd166,2025-09-01,3865
tourist,BY,#ffd166,2025-09-15,3850
tourist,BY,#ffd166,2025-09-29,3831
tourist,BY,#ffd166,2025-10-13,3840
tourist,BY,#ffd166,2025-10-27,3832
tourist,BY,#ffd166,2025-11-10,3826
tourist,BY,#ffd166,2025-11-24,3806
tourist,BY,#ffd166,2025-12-08,3793
tourist,BY,#ffd166,2025-12-22,3794
tourist,BY,#ffd166,2026-01-05,3794
tourist,BY,#ffd166,2026-01-19,3804
tourist,BY,#ffd166,2026-02-02,3808
tourist,BY,#ffd166,2026-02-16,3819
tourist,BY,#ffd166,2026-03-02,3812
tourist,BY,#ffd166,2026-03-16,3796
tourist,BY,#ffd166,2026-03-30,3792
tourist,BY,#ffd166,2026-04-13,3803
tourist,BY,#ffd166,2026-04-27,3825
tourist,BY,#ffd166,2026-05-11,3824
tourist,BY,#ffd166,2026-05-25,3815
tourist,BY,#ffd166,2026-06-01,3801
jiangly,CN,#4cc9f0,2018-01-01,2500
jiangly,CN,#4cc9f0,2018-01-15,2513
jiangly,CN,#4cc9f0,2018-01-29,2546
jiangly,CN,#4cc9f0,2018-02-12,2571
jiangly,CN,#4cc9f0,2018-02-26,2609
jiangly,CN,#4cc9f0,2018-03-12,2607
jiangly,CN,#4cc9f0,2018-03-26,2602
jiangly,CN,#4cc9f0,2018-04-09,2582
jiangly,CN,#4cc9f0,2018-04-23,2579
jiangly,CN,#4cc9f0,2018-05-07,2593
jiangly,CN,#4cc9f0,2018-05-21,2608
jiangly,CN,#4cc9f0,2018-06-04,2627
jiangly,CN,#4cc9f0,2018-06-18,2639
jiangly,CN,#4cc9f0,2018-07-02,2659
jiangly,CN,#4cc9f0,2018-07-16,2677
jiangly,CN,#4cc9f0,2018-07-30,2682
jiangly,CN,#4cc9f0,2018-08-13,2672
jiangly,CN,#4cc9f0,2018-08-27,2660
jiangly,CN,#4cc9f0,2018-09-10,2664
jiangly,CN,#4cc9f0,2018-09-24,2684
jiangly,CN,#4cc9f0,2018-10-08,2698
jiangly,CN,#4cc9f0,2018-10-22,2691
jiangly,CN,#4cc9f0,2018-11-05,2679
jiangly,CN,#4cc9f0,2018-11-19,2679
jiangly,CN,#4cc9f0,2018-12-03,2706
jiangly,CN,#4cc9f0,2018-12-17,2715
jiangly,CN,#4cc9f0,2018-12-31,2718
jiangly,CN,#4cc9f0,2019-01-14,2706
jiangly,CN,#4cc9f0,2019-01-28,2723
jiangly,CN,#4cc9f0,2019-02-11,2729
jiangly,CN,#4cc9f0,2019-02-25,2745
jiangly,CN,#4cc9f0,2019-03-11,2734
jiangly,CN,#4cc9f0,2019-03-25,2728
jiangly,CN,#4cc9f0,2019-04-08,2724
jiangly,CN,#4cc9f0,2019-04-22,2741
jiangly,CN,#4cc9f0,2019-05-06,2767
jiangly,CN,#4cc9f0,2019-05-20,2788
jiangly,CN,#4cc9f0,2019-06-03,2789
jiangly,CN,#4cc9f0,2019-06-17,2799
jiangly,CN,#4cc9f0,2019-07-01,2793
jiangly,CN,#4cc9f0,2019-07-15,2783
jiangly,CN,#4cc9f0,2019-07-29,2763
jiangly,CN,#4cc9f0,2019-08-12,2756
jiangly,CN,#4cc9f0,2019-08-26,2774
jiangly,CN,#4cc9f0,2019-09-09,2792
jiangly,CN,#4cc9f0,2019-09-23,2824
jiangly,CN,#4cc9f0,2019-10-07,2836
jiangly,CN,#4cc9f0,2019-10-21,2850
jiangly,CN,#4cc9f0,2019-11-04,2856
jiangly,CN,#4cc9f0,2019-11-18,2868
jiangly,CN,#4cc9f0,2019-12-02,2870
jiangly,CN,#4cc9f0,2019-12-16,2870
jiangly,CN,#4cc9f0,2019-12-30,2860
jiangly,CN,#4cc9f0,2020-01-13,2858
jiangly,CN,#4cc9f0,2020-01-27,2870
jiangly,CN,#4cc9f0,2020-02-10,2886
jiangly,CN,#4cc9f0,2020-02-24,2919
jiangly,CN,#4cc9f0,2020-03-09,2922
jiangly,CN,#4cc9f0,2020-03-23,2921
jiangly,CN,#4cc9f0,2020-04-06,2890
jiangly,CN,#4cc9f0,2020-04-20,2879
jiangly,CN,#4cc9f0,2020-05-04,2889
jiangly,CN,#4cc9f0,2020-05-18,2919
jiangly,CN,#4cc9f0,2020-06-01,2956
jiangly,CN,#4cc9f0,2020-06-15,2982
jiangly,CN,#4cc9f0,2020-06-29,3001
jiangly,CN,#4cc9f0,2020-07-13,3023
jiangly,CN,#4cc9f0,2020-07-27,3047
jiangly,CN,#4cc9f0,2020-08-10,3054
jiangly,CN,#4cc9f0,2020-08-24,3037
jiangly,CN,#4cc9f0,2020-09-07,3031
jiangly,CN,#4cc9f0,2020-09-21,3037
jiangly,CN,#4cc9f0,2020-10-05,3046
jiangly,CN,#4cc9f0,2020-10-19,3040
jiangly,CN,#4cc9f0,2020-11-02,3049
jiangly,CN,#4cc9f0,2020-11-16,3068
jiangly,CN,#4cc9f0,2020-11-30,3090
jiangly,CN,#4cc9f0,2020-12-14,3108
jiangly,CN,#4cc9f0,2020-12-28,3106
jiangly,CN,#4cc9f0,2021-01-11,3108
jiangly,CN,#4cc9f0,2021-01-25,3093
jiangly,CN,#4cc9f0,2021-02-08,3105
jiangly,CN,#4cc9f0,2021-02-22,3099
jiangly,CN,#4cc9f0,2021-03-08,3100
jiangly,CN,#4cc9f0,2021-03-22,3089
jiangly,CN,#4cc9f0,2021-04-05,3105
jiangly,CN,#4cc9f0,2021-04-19,3133
jiangly,CN,#4cc9f0,2021-05-03,3155
jiangly,CN,#4cc9f0,2021-05-17,3165
jiangly,CN,#4cc9f0,2021-05-31,3152
jiangly,CN,#4cc9f0,2021-06-14,3144
jiangly,CN,#4cc9f0,2021-06-28,3144
jiangly,CN,#4cc9f0,2021-07-12,3156
jiangly,CN,#4cc9f0,2021-07-26,3186
jiangly,CN,#4cc9f0,2021-08-09,3192
jiangly,CN,#4cc9f0,2021-08-23,3198
jiangly,CN,#4cc9f0,2021-09-06,3187
jiangly,CN,#4cc9f0,2021-09-20,3205
jiangly,CN,#4cc9f0,2021-10-04,3193
jiangly,CN,#4cc9f0,2021-10-18,3194
jiangly,CN,#4cc9f0,2021-11-01,3192
jiangly,CN,#4cc9f0,2021-11-15,3234
jiangly,CN,#4cc9f0,2021-11-29,3271
jiangly,CN,#4cc9f0,2021-12-13,3290
jiangly,CN,#4cc9f0,2021-12-27,3295
jiangly,CN,#4cc9f0,2022-01-10,3295
jiangly,CN,#4cc9f0,2022-01-24,3297
jiangly,CN,#4cc9f0,2022-02-07,3299
jiangly,CN,#4cc9f0,2022-02-21,3298
jiangly,CN,#4cc9f0,2022-03-07,3296
jiangly,CN,#4cc9f0,2022-03-21,3291
jiangly,CN,#4cc9f0,2022-04-04,3288
jiangly,CN,#4cc9f0,2022-04-18,3292
jiangly,CN,#4cc9f0,2022-05-02,3310
jiangly,CN,#4cc9f0,2022-05-16,3325
jiangly,CN,#4cc9f0,2022-05-30,3338
jiangly,CN,#4cc9f0,2022-06-13,3340
jiangly,CN,#4cc9f0,2022-06-27,3360
jiangly,CN,#4cc9f0,2022-07-11,3375
jiangly,CN,#4cc9f0,2022-07-25,3385
jiangly,CN,#4cc9f0,2022-08-08,3379
jiangly,CN,#4cc9f0,2022-08-22,3395
jiangly,CN,#4cc9f0,2022-09-05,3417
jiangly,CN,#4cc9f0,2022-09-19,3431
jiangly,CN,#4cc9f0,2022-10-03,3433
jiangly,CN,#4cc9f0,2022-10-17,3445
jiangly,CN,#4cc9f0,2022-10-31,3454
jiangly,CN,#4cc9f0,2022-11-14,3455
jiangly,CN,#4cc9f0,2022-11-28,3456
jiangly,CN,#4cc9f0,2022-12-12,3471
jiangly,CN,#4cc9f0,2022-12-26,3470
jiangly,CN,#4cc9f0,2023-01-09,3460
jiangly,CN,#4cc9f0,2023-01-23,3447
jiangly,CN,#4cc9f0,2023-02-06,3434
jiangly,CN,#4cc9f0,2023-02-20,3422
jiangly,CN,#4cc9f0,2023-03-06,3440
jiangly,CN,#4cc9f0,2023-03-20,3470
jiangly,CN,#4cc9f0,2023-04-03,3504
jiangly,CN,#4cc9f0,2023-04-17,3516
jiangly,CN,#4cc9f0,2023-05-01,3515
jiangly,CN,#4cc9f0,2023-05-15,3529
jiangly,CN,#4cc9f0,2023-05-29,3536
jiangly,CN,#4cc9f0,2023-06-12,3545
jiangly,CN,#4cc9f0,2023-06-26,3546
jiangly,CN,#4cc9f0,2023-07-10,3550
jiangly,CN,#4cc9f0,2023-07-24,3559
jiangly,CN,#4cc9f0,2023-08-07,3555
jiangly,CN,#4cc9f0,2023-08-21,3561
jiangly,CN,#4cc9f0,2023-09-04,3564
jiangly,CN,#4cc9f0,2023-09-18,3563
jiangly,CN,#4cc9f0,2023-10-02,3555
jiangly,CN,#4cc9f0,2023-10-16,3549
jiangly,CN,#4cc9f0,2023-10-30,3557
jiangly,CN,#4cc9f0,2023-11-13,3551
jiangly,CN,#4cc9f0,2023-11-27,3567
jiangly,CN,#4cc9f0,2023-12-11,3570
jiangly,CN,#4cc9f0,2023-12-25,3582
jiangly,CN,#4cc9f0,2024-01-08,3573
jiangly,CN,#4cc9f0,2024-01-22,3567
jiangly,CN,#4cc9f0,2024-02-05,3563
jiangly,CN,#4cc9f0,2024-02-19,3562
jiangly,CN,#4cc9f0,2024-03-04,3575
jiangly,CN,#4cc9f0,2024-03-18,3578
jiangly,CN,#4cc9f0,2024-04-01,3585
jiangly,CN,#4cc9f0,2024-04-15,3591
jiangly,CN,#4cc9f0,2024-04-29,3619
jiangly,CN,#4cc9f0,2024-05-13,3646
jiangly,CN,#4cc9f0,2024-05-27,3647
jiangly,CN,#4cc9f0,2024-06-10,3630
jiangly,CN,#4cc9f0,2024-06-24,3622
jiangly,CN,#4cc9f0,2024-07-08,3626
jiangly,CN,#4cc9f0,2024-07-22,3627
jiangly,CN,#4cc9f0,2024-08-05,3619
jiangly,CN,#4cc9f0,2024-08-19,3610
jiangly,CN,#4cc9f0,2024-09-02,3633
jiangly,CN,#4cc9f0,2024-09-16,3652
jiangly,CN,#4cc9f0,2024-09-30,3692
jiangly,CN,#4cc9f0,2024-10-14,3701
jiangly,CN,#4cc9f0,2024-10-28,3681
jiangly,CN,#4cc9f0,2024-11-11,3657
jiangly,CN,#4cc9f0,2024-11-25,3624
jiangly,CN,#4cc9f0,2024-12-09,3647
jiangly,CN,#4cc9f0,2024-12-23,3677
jiangly,CN,#4cc9f0,2025-01-06,3724
jiangly,CN,#4cc9f0,2025-01-20,3714
jiangly,CN,#4cc9f0,2025-02-03,3687
jiangly,CN,#4cc9f0,2025-02-17,3661
jiangly,CN,#4cc9f0,2025-03-03,3666
jiangly,CN,#4cc9f0,2025-03-17,3662
jiangly,CN,#4cc9f0,2025-03-31,3666
jiangly,CN,#4cc9f0,2025-04-14,3672
jiangly,CN,#4cc9f0,2025-04-28,3697
jiangly,CN,#4cc9f0,2025-05-12,3691
jiangly,CN,#4cc9f0,2025-05-26,3704
jiangly,CN,#4cc9f0,2025-06-09,3707
jiangly,CN,#4cc9f0,2025-06-23,3741
jiangly,CN,#4cc9f0,2025-07-07,3758
jiangly,CN,#4cc9f0,2025-07-21,3767
jiangly,CN,#4cc9f0,2025-08-04,3755
jiangly,CN,#4cc9f0,2025-08-18,3756
jiangly,CN,#4cc9f0,2025-09-01,3753
jiangly,CN,#4cc9f0,2025-09-15,3749
jiangly,CN,#4cc9f0,2025-09-29,3721
jiangly,CN,#4cc9f0,2025-10-13,3706
jiangly,CN,#4cc9f0,2025-10-27,3702
jiangly,CN,#4cc9f0,2025-11-10,3730
jiangly,CN,#4cc9f0,2025-11-24,3744
jiangly,CN,#4cc9f0,2025-12-08,3754
jiangly,CN,#4cc9f0,2025-12-22,3743
jiangly,CN,#4cc9f0,2026-01-05,3750
jiangly,CN,#4cc9f0,2026-01-19,3744
jiangly,CN,#4cc9f0,2026-02-02,3740
jiangly,CN,#4cc9f0,2026-02-16,3734
jiangly,CN,#4cc9f0,2026-03-02,3732
jiangly,CN,#4cc9f0,2026-03-16,3730
jiangly,CN,#4cc9f0,2026-03-30,3720
jiangly,CN,#4cc9f0,2026-04-13,3719
jiangly,CN,#4cc9f0,2026-04-27,3706
jiangly,CN,#4cc9f0,2026-05-11,3720
jiangly,CN,#4cc9f0,2026-05-25,3722
jiangly,CN,#4cc9f0,2026-06-01,3729
Benq,US,#f72585,2018-01-01,2991
Benq,US,#f72585,2018-01-15,2995
Benq,US,#f72585,2018-01-29,3002
Benq,US,#f72585,2018-02-12,3025
Benq,US,#f72585,2018-02-26,3049
Benq,US,#f72585,2018-03-12,3047
Benq,US,#f72585,2018-03-26,3028
Benq,US,#f72585,2018-04-09,3021
Benq,US,#f72585,2018-04-23,3048
Benq,US,#f72585,2018-05-07,3087
Benq,US,#f72585,2018-05-21,3102
Benq,US,#f72585,2018-06-04,3097
Benq,US,#f72585,2018-06-18,3089
Benq,US,#f72585,2018-07-02,3083
Benq,US,#f72585,2018-07-16,3092
Benq,US,#f72585,2018-07-30,3084
Benq,US,#f72585,2018-08-13,3082
Benq,US,#f72585,2018-08-27,3074
Benq,US,#f72585,2018-09-10,3074
Benq,US,#f72585,2018-09-24,3092
Benq,US,#f72585,2018-10-08,3102
Benq,US,#f72585,2018-10-22,3119
Benq,US,#f72585,2018-11-05,3120
Benq,US,#f72585,2018-11-19,3140
Benq,US,#f72585,2018-12-03,3155
Benq,US,#f72585,2018-12-17,3151
Benq,US,#f72585,2018-12-31,3146
Benq,US,#f72585,2019-01-14,3134
Benq,US,#f72585,2019-01-28,3146
Benq,US,#f72585,2019-02-11,3126
Benq,US,#f72585,2019-02-25,3116
Benq,US,#f72585,2019-03-11,3114
Benq,US,#f72585,2019-03-25,3122
Benq,US,#f72585,2019-04-08,3128
Benq,US,#f72585,2019-04-22,3130
Benq,US,#f72585,2019-05-06,3135
Benq,US,#f72585,2019-05-20,3133
Benq,US,#f72585,2019-06-03,3140
Benq,US,#f72585,2019-06-17,3162
Benq,US,#f72585,2019-07-01,3180
Benq,US,#f72585,2019-07-15,3172
Benq,US,#f72585,2019-07-29,3164
Benq,US,#f72585,2019-08-12,3163
Benq,US,#f72585,2019-08-26,3160
Benq,US,#f72585,2019-09-09,3160
Benq,US,#f72585,2019-09-23,3171
Benq,US,#f72585,2019-10-07,3190
Benq,US,#f72585,2019-10-21,3227
Benq,US,#f72585,2019-11-04,3238
Benq,US,#f72585,2019-11-18,3239
Benq,US,#f72585,2019-12-02,3201
Benq,US,#f72585,2019-12-16,3180
Benq,US,#f72585,2019-12-30,3169
Benq,US,#f72585,2020-01-13,3173
Benq,US,#f72585,2020-01-27,3183
Benq,US,#f72585,2020-02-10,3188
Benq,US,#f72585,2020-02-24,3187
Benq,US,#f72585,2020-03-09,3188
Benq,US,#f72585,2020-03-23,3201
Benq,US,#f72585,2020-04-06,3219
Benq,US,#f72585,2020-04-20,3228
Benq,US,#f72585,2020-05-04,3247
Benq,US,#f72585,2020-05-18,3268
Benq,US,#f72585,2020-06-01,3279
Benq,US,#f72585,2020-06-15,3286
Benq,US,#f72585,2020-06-29,3269
Benq,US,#f72585,2020-07-13,3251
Benq,US,#f72585,2020-07-27,3229
Benq,US,#f72585,2020-08-10,3238
Benq,US,#f72585,2020-08-24,3238
Benq,US,#f72585,2020-09-07,3244
Benq,US,#f72585,2020-09-21,3242
Benq,US,#f72585,2020-10-05,3246
Benq,US,#f72585,2020-10-19,3240
Benq,US,#f72585,2020-11-02,3237
Benq,US,#f72585,2020-11-16,3269
Benq,US,#f72585,2020-11-30,3292
Benq,US,#f72585,2020-12-14,3305
Benq,US,#f72585,2020-12-28,3301
Benq,US,#f72585,2021-01-11,3292
Benq,US,#f72585,2021-01-25,3277
Benq,US,#f72585,2021-02-08,3266
Benq,US,#f72585,2021-02-22,3269
Benq,US,#f72585,2021-03-08,3277
Benq,US,#f72585,2021-03-22,3289
Benq,US,#f72585,2021-04-05,3293
Benq,US,#f72585,2021-04-19,3292
Benq,US,#f72585,2021-05-03,3299
Benq,US,#f72585,2021-05-17,3292
Benq,US,#f72585,2021-05-31,3290
Benq,US,#f72585,2021-06-14,3270
Benq,US,#f72585,2021-06-28,3269
Benq,US,#f72585,2021-07-12,3277
Benq,US,#f72585,2021-07-26,3275
Benq,US,#f72585,2021-08-09,3278
Benq,US,#f72585,2021-08-23,3286
Benq,US,#f72585,2021-09-06,3308
Benq,US,#f72585,2021-09-20,3301
Benq,US,#f72585,2021-10-04,3288
Benq,US,#f72585,2021-10-18,3290
Benq,US,#f72585,2021-11-01,3299
Benq,US,#f72585,2021-11-15,3308
Benq,US,#f72585,2021-11-29,3289
Benq,US,#f72585,2021-12-13,3279
Benq,US,#f72585,2021-12-27,3287
Benq,US,#f72585,2022-01-10,3305
Benq,US,#f72585,2022-01-24,3327
Benq,US,#f72585,2022-02-07,3340
Benq,US,#f72585,2022-02-21,3350
Benq,US,#f72585,2022-03-07,3362
Benq,US,#f72585,2022-03-21,3358
Benq,US,#f72585,2022-04-04,3342
Benq,US,#f72585,2022-04-18,3338
Benq,US,#f72585,2022-05-02,3333
Benq,US,#f72585,2022-05-16,3336
Benq,US,#f72585,2022-05-30,3338
Benq,US,#f72585,2022-06-13,3333
Benq,US,#f72585,2022-06-27,3339
Benq,US,#f72585,2022-07-11,3333
Benq,US,#f72585,2022-07-25,3337
Benq,US,#f72585,2022-08-08,3336
Benq,US,#f72585,2022-08-22,3339
Benq,US,#f72585,2022-09-05,3342
Benq,US,#f72585,2022-09-19,3347
Benq,US,#f72585,2022-10-03,3355
Benq,US,#f72585,2022-10-17,3370
Benq,US,#f72585,2022-10-31,3360
Benq,US,#f72585,2022-11-14,3352
Benq,US,#f72585,2022-11-28,3323
Benq,US,#f72585,2022-12-12,3319
Benq,US,#f72585,2022-12-26,3323
Benq,US,#f72585,2023-01-09,3331
Benq,US,#f72585,2023-01-23,3322
Benq,US,#f72585,2023-02-06,3297
Benq,US,#f72585,2023-02-20,3301
Benq,US,#f72585,2023-03-06,3311
Benq,US,#f72585,2023-03-20,3319
Benq,US,#f72585,2023-04-03,3300
Benq,US,#f72585,2023-04-17,3301
Benq,US,#f72585,2023-05-01,3299
Benq,US,#f72585,2023-05-15,3302
Benq,US,#f72585,2023-05-29,3304
Benq,US,#f72585,2023-06-12,3311
Benq,US,#f72585,2023-06-26,3302
Benq,US,#f72585,2023-07-10,3291
Benq,US,#f72585,2023-07-24,3284
Benq,US,#f72585,2023-08-07,3291
Benq,US,#f72585,2023-08-21,3282
Benq,US,#f72585,2023-09-04,3280
