player,country,color,date,rating
Trihard,NA,#ffd166,2021-09-07,8.72
Trihard,NA,#ffd166,2021-09-21,8.75
Trihard,NA,#ffd166,2021-10-05,8.72
Trihard,NA,#ffd166,2021-10-19,8.76
Trihard,NA,#ffd166,2021-11-02,8.77
Trihard,NA,#ffd166,2021-11-16,8.81
Trihard,NA,#ffd166,2021-11-30,8.77
Trihard,NA,#ffd166,2021-12-14,8.74
Trihard,NA,#ffd166,2021-12-28,8.75
Trihard,NA,#ffd166,2022-01-11,8.83
Trihard,NA,#ffd166,2022-01-25,8.91
Trihard,NA,#ffd166,2022-02-08,8.91
Trihard,NA,#ffd166,2022-02-22,8.86
Trihard,NA,#ffd166,2022-03-08,8.82
Trihard,NA,#ffd166,2022-03-22,8.75
Trihard,NA,#ffd166,2022-04-05,8.74
Trihard,NA,#ffd166,2022-04-19,8.78
Trihard,NA,#ffd166,2022-05-03,8.83
Trihard,NA,#ffd166,2022-05-17,8.9
Trihard,NA,#ffd166,2022-05-31,8.9
Trihard,NA,#ffd166,2022-06-14,8.95
Trihard,NA,#ffd166,2022-06-28,8.97
Trihard,NA,#ffd166,2022-07-12,8.99
Trihard,NA,#ffd166,2022-07-26,8.98
Trihard,NA,#ffd166,2022-08-09,8.92
Trihard,NA,#ffd166,2022-08-23,8.93
Trihard,NA,#ffd166,2022-09-06,8.95
Trihard,NA,#ffd166,2022-09-20,8.98
Trihard,NA,#ffd166,2022-10-04,9.0
Trihard,NA,#ffd166,2022-10-18,8.97
Trihard,NA,#ffd166,2022-11-01,8.96
Trihard,NA,#ffd166,2022-11-15,8.89
Trihard,NA,#ffd166,2022-11-29,8.87
Trihard,NA,#ffd166,2022-12-13,8.85
Trihard,NA,#ffd166,2022-12-27,8.86
Trihard,NA,#ffd166,2023-01-10,8.92
Trihard,NA,#ffd166,2023-01-24,8.97
Trihard,NA,#ffd166,2023-02-07,9.03
Trihard,NA,#ffd166,2023-02-21,9.07
Trihard,NA,#ffd166,2023-03-07,9.12
Trihard,NA,#ffd166,2023-03-21,9.07
Trihard,NA,#ffd166,2023-04-04,9.02
Trihard,NA,#ffd166,2023-04-18,9.01
Trihard,NA,#ffd166,2023-05-02,9.02
Trihard,NA,#ffd166,2023-05-16,8.98
Trihard,NA,#ffd166,2023-05-30,8.96
Trihard,NA,#ffd166,2023-06-13,9.03
Trihard,NA,#ffd166,2023-06-27,9.11
Trihard,NA,#ffd166,2023-07-11,9.15
Trihard,NA,#ffd166,2023-07-25,9.13
Trihard,NA,#ffd166,2023-08-08,9.12
Trihard,NA,#ffd166,2023-08-22,9.09
Trihard,NA,#ffd166,2023-09-05,9.09
Trihard,NA,#ffd166,2023-09-19,9.09
Trihard,NA,#ffd166,2023-10-03,9.08
Trihard,NA,#ffd166,2023-10-17,9.04
Trihard,NA,#ffd166,2023-10-31,9.0
Trihard,NA,#ffd166,2023-11-14,8.96
Trihard,NA,#ffd166,2023-11-28,8.97
Trihard,NA,#ffd166,2023-12-12,9.03
Trihard,NA,#ffd166,2023-12-26,9.04
Trihard,NA,#ffd166,2024-01-09,9.0
Trihard,NA,#ffd166,2024-01-23,8.96
Trihard,NA,#ffd166,2024-02-06,8.93
Trihard,NA,#ffd166,2024-02-20,8.95
Trihard,NA,#ffd166,2024-03-05,9.03
Trihard,NA,#ffd166,2024-03-19,9.06
Trihard,NA,#ffd166,2024-04-02,9.0
Trihard,NA,#ffd166,2024-04-16,8.93
Trihard,NA,#ffd166,2024-04-30,8.89
Trihard,NA,#ffd166,2024-05-14,8.97
Trihard,NA,#ffd166,2024-05-28,8.97
Trihard,NA,#ffd166,2024-06-11,9.05
Trihard,NA,#ffd166,2024-06-25,9.01
Trihard,NA,#ffd166,2024-07-09,8.98
Trihard,NA,#ffd166,2024-07-23,8.96
Trihard,NA,#ffd166,2024-08-06,9.0
Trihard,NA,#ffd166,2024-08-20,8.99
Trihard,NA,#ffd166,2024-09-03,8.98
Trihard,NA,#ffd166,2024-09-17,9.02
Trihard,NA,#ffd166,2024-10-01,9.06
Trihard,NA,#ffd166,2024-10-15,9.07
Trihard,NA,#ffd166,2024-10-29,9.05
Trihard,NA,#ffd166,2024-11-12,9.06
Trihard,NA,#ffd166,2024-11-26,9.07
Trihard,NA,#ffd166,2024-12-10,9.1
Trihard,NA,#ffd166,2024-12-24,9.12
Trihard,NA,#ffd166,2025-01-07,9.13
Trihard,NA,#ffd166,2025-01-21,9.17
Trihard,NA,#ffd166,2025-02-04,9.18
Trihard,NA,#ffd166,2025-02-18,9.21
Trihard,NA,#ffd166,2025-03-04,9.21
Trihard,NA,#ffd166,2025-03-18,9.28
Trihard,NA,#ffd166,2025-04-01,9.29
Trihard,NA,#ffd166,2025-04-15,9.27
Trihard,NA,#ffd166,2025-04-29,9.22
Trihard,NA,#ffd166,2025-05-13,9.21
Trihard,NA,#ffd166,2025-05-27,9.21
Trihard,NA,#ffd166,2025-06-10,9.21
Trihard,NA,#ffd166,2025-06-24,9.26
Trihard,NA,#ffd166,2025-07-08,9.27
Trihard,NA,#ffd166,2025-07-22,9.29
Trihard,NA,#ffd166,2025-08-05,9.23
Trihard,NA,#ffd166,2025-08-19,9.16
Trihard,NA,#ffd166,2025-09-02,9.08
Trihard,NA,#ffd166,2025-09-16,9.12
Trihard,NA,#ffd166,2025-09-30,9.14
Trihard,NA,#ffd166,2025-10-14,9.13
Trihard,NA,#ffd166,2025-10-28,9.09
Trihard,NA,#ffd166,2025-11-11,9.03
Trihard,NA,#ffd166,2025-11-25,9.04
Trihard,NA,#ffd166,2025-12-09,9.06
Trihard,NA,#ffd166,2025-12-23,9.11
Trihard,NA,#ffd166,2026-01-06,9.11
Trihard,NA,#ffd166,2026-01-20,9.11
Trihard,NA,#ffd166,2026-02-03,9.13
Trihard,NA,#ffd166,2026-02-17,9.18
Trihard,NA,#ffd166,2026-03-03,9.21
Trihard,NA,#ffd166,2026-03-17,9.22
Trihard,NA,#ffd166,2026-03-31,9.28
Trihard,NA,#ffd166,2026-04-14,9.25
Trihard,NA,#ffd166,2026-04-28,9.2
Trihard,NA,#ffd166,2026-05-12,9.1
Trihard,NA,#ffd166,2026-05-26,9.04
Trihard,NA,#ffd166,2026-06-01,9.08
Zephyrine,EU,#4cc9f0,2019-01-01,6.89
Zephyrine,EU,#4cc9f0,2019-01-15,6.92
Zephyrine,EU,#4cc9f0,2019-01-29,6.96
Zephyrine,EU,#4cc9f0,2019-02-12,6.97
Zephyrine,EU,#4cc9f0,2019-02-26,6.94
Zephyrine,EU,#4cc9f0,2019-03-12,6.91
Zephyrine,EU,#4cc9f0,2019-03-26,6.92
Zephyrine,EU,#4cc9f0,2019-04-09,7.0
Zephyrine,EU,#4cc9f0,2019-04-23,7.07
Zephyrine,EU,#4cc9f0,2019-05-07,7.12
Zephyrine,EU,#4cc9f0,2019-05-21,7.11
Zephyrine,EU,#4cc9f0,2019-06-04,7.11
Zephyrine,EU,#4cc9f0,2019-06-18,7.12
Zephyrine,EU,#4cc9f0,2019-07-02,7.15
Zephyrine,EU,#4cc9f0,2019-07-16,7.18
Zephyrine,EU,#4cc9f0,2019-07-30,7.23
Zephyrine,EU,#4cc9f0,2019-08-13,7.27
Zephyrine,EU,#4cc9f0,2019-08-27,7.31
Zephyrine,EU,#4cc9f0,2019-09-10,7.32
Zephyrine,EU,#4cc9f0,2019-09-24,7.33
Zephyrine,EU,#4cc9f0,2019-10-08,7.34
Zephyrine,EU,#4cc9f0,2019-10-22,7.35
Zephyrine,EU,#4cc9f0,2019-11-05,7.35
Zephyrine,EU,#4cc9f0,2019-11-19,7.31
Zephyrine,EU,#4cc9f0,2019-12-03,7.27
Zephyrine,EU,#4cc9f0,2019-12-17,7.24
Zephyrine,EU,#4cc9f0,2019-12-31,7.29
Zephyrine,EU,#4cc9f0,2020-01-14,7.35
Zephyrine,EU,#4cc9f0,2020-01-28,7.39
Zephyrine,EU,#4cc9f0,2020-02-11,7.37
Zephyrine,EU,#4cc9f0,2020-02-25,7.36
Zephyrine,EU,#4cc9f0,2020-03-10,7.38
Zephyrine,EU,#4cc9f0,2020-03-24,7.37
Zephyrine,EU,#4cc9f0,2020-04-07,7.41
Zephyrine,EU,#4cc9f0,2020-04-21,7.42
Zephyrine,EU,#4cc9f0,2020-05-05,7.46
Zephyrine,EU,#4cc9f0,2020-05-19,7.45
Zephyrine,EU,#4cc9f0,2020-06-02,7.45
Zephyrine,EU,#4cc9f0,2020-06-16,7.47
Zephyrine,EU,#4cc9f0,2020-06-30,7.53
Zephyrine,EU,#4cc9f0,2020-07-14,7.6
Zephyrine,EU,#4cc9f0,2020-07-28,7.64
Zephyrine,EU,#4cc9f0,2020-08-11,7.68
Zephyrine,EU,#4cc9f0,2020-08-25,7.69
Zephyrine,EU,#4cc9f0,2020-09-08,7.71
Zephyrine,EU,#4cc9f0,2020-09-22,7.7
Zephyrine,EU,#4cc9f0,2020-10-06,7.66
Zephyrine,EU,#4cc9f0,2020-10-20,7.67
Zephyrine,EU,#4cc9f0,2020-11-03,7.68
Zephyrine,EU,#4cc9f0,2020-11-17,7.74
Zephyrine,EU,#4cc9f0,2020-12-01,7.71
Zephyrine,EU,#4cc9f0,2020-12-15,7.7
Zephyrine,EU,#4cc9f0,2020-12-29,7.72
Zephyrine,EU,#4cc9f0,2021-01-12,7.76
Zephyrine,EU,#4cc9f0,2021-01-26,7.78
Zephyrine,EU,#4cc9f0,2021-02-09,7.75
Zephyrine,EU,#4cc9f0,2021-02-23,7.77
Zephyrine,EU,#4cc9f0,2021-03-09,7.82
Zephyrine,EU,#4cc9f0,2021-03-23,7.86
Zephyrine,EU,#4cc9f0,2021-04-06,7.86
Zephyrine,EU,#4cc9f0,2021-04-20,7.88
Zephyrine,EU,#4cc9f0,2021-05-04,7.92
Zephyrine,EU,#4cc9f0,2021-05-18,7.98
Zephyrine,EU,#4cc9f0,2021-06-01,8.01
Zephyrine,EU,#4cc9f0,2021-06-15,8.01
Zephyrine,EU,#4cc9f0,2021-06-29,7.98
Zephyrine,EU,#4cc9f0,2021-07-13,7.95
Zephyrine,EU,#4cc9f0,2021-07-27,8.0
Zephyrine,EU,#4cc9f0,2021-08-10,8.02
Zephyrine,EU,#4cc9f0,2021-08-24,8.03
Zephyrine,EU,#4cc9f0,2021-09-07,8.0
Zephyrine,EU,#4cc9f0,2021-09-21,8.01
Zephyrine,EU,#4cc9f0,2021-10-05,8.06
Zephyrine,EU,#4cc9f0,2021-10-19,8.09
Zephyrine,EU,#4cc9f0,2021-11-02,8.14
Zephyrine,EU,#4cc9f0,2021-11-16,8.17
Zephyrine,EU,#4cc9f0,2021-11-30,8.23
Zephyrine,EU,#4cc9f0,2021-12-14,8.29
Zephyrine,EU,#4cc9f0,2021-12-28,8.33
Zephyrine,EU,#4cc9f0,2022-01-11,8.4
Zephyrine,EU,#4cc9f0,2022-01-25,8.39
Zephyrine,EU,#4cc9f0,2022-02-08,8.34
Zephyrine,EU,#4cc9f0,2022-02-22,8.27
Zephyrine,EU,#4cc9f0,2022-03-08,8.25
Zephyrine,EU,#4cc9f0,2022-03-22,8.3
Zephyrine,EU,#4cc9f0,2022-04-05,8.29
Zephyrine,EU,#4cc9f0,2022-04-19,8.33
Zephyrine,EU,#4cc9f0,2022-05-03,8.36
Zephyrine,EU,#4cc9f0,2022-05-17,8.4
Zephyrine,EU,#4cc9f0,2022-05-31,8.43
Zephyrine,EU,#4cc9f0,2022-06-14,8.4
Zephyrine,EU,#4cc9f0,2022-06-28,8.35
Zephyrine,EU,#4cc9f0,2022-07-12,8.28
Zephyrine,EU,#4cc9f0,2022-07-26,8.2
Zephyrine,EU,#4cc9f0,2022-08-09,8.25
Zephyrine,EU,#4cc9f0,2022-08-23,8.33
Zephyrine,EU,#4cc9f0,2022-09-06,8.4
Zephyrine,EU,#4cc9f0,2022-09-20,8.37
Zephyrine,EU,#4cc9f0,2022-10-04,8.36
Zephyrine,EU,#4cc9f0,2022-10-18,8.43
Zephyrine,EU,#4cc9f0,2022-11-01,8.47
Zephyrine,EU,#4cc9f0,2022-11-15,8.42
Zephyrine,EU,#4cc9f0,2022-11-29,8.41
Zephyrine,EU,#4cc9f0,2022-12-13,8.44
Zephyrine,EU,#4cc9f0,2022-12-27,8.53
Zephyrine,EU,#4cc9f0,2023-01-10,8.58
Zephyrine,EU,#4cc9f0,2023-01-24,8.63
Zephyrine,EU,#4cc9f0,2023-02-07,8.58
Zephyrine,EU,#4cc9f0,2023-02-21,8.55
Zephyrine,EU,#4cc9f0,2023-03-07,8.56
Zephyrine,EU,#4cc9f0,2023-03-21,8.57
Zephyrine,EU,#4cc9f0,2023-04-04,8.57
Zephyrine,EU,#4cc9f0,2023-04-18,8.53
Zephyrine,EU,#4cc9f0,2023-05-02,8.62
Zephyrine,EU,#4cc9f0,2023-05-16,8.69
Zephyrine,EU,#4cc9f0,2023-05-30,8.72
Zephyrine,EU,#4cc9f0,2023-06-13,8.7
Zephyrine,EU,#4cc9f0,2023-06-27,8.62
Zephyrine,EU,#4cc9f0,2023-07-11,8.57
Zephyrine,EU,#4cc9f0,2023-07-25,8.55
Zephyrine,EU,#4cc9f0,2023-08-08,8.58
Zephyrine,EU,#4cc9f0,2023-08-22,8.61
Zephyrine,EU,#4cc9f0,2023-09-05,8.63
Zephyrine,EU,#4cc9f0,2023-09-19,8.64
Zephyrine,EU,#4cc9f0,2023-10-03,8.66
Zephyrine,EU,#4cc9f0,2023-10-17,8.64
Zephyrine,EU,#4cc9f0,2023-10-31,8.66
Zephyrine,EU,#4cc9f0,2023-11-14,8.66
Zephyrine,EU,#4cc9f0,2023-11-28,8.65
Zephyrine,EU,#4cc9f0,2023-12-12,8.59
Zephyrine,EU,#4cc9f0,2023-12-26,8.57
Zephyrine,EU,#4cc9f0,2024-01-09,8.58
Zephyrine,EU,#4cc9f0,2024-01-23,8.64
Zephyrine,EU,#4cc9f0,2024-02-06,8.67
Zephyrine,EU,#4cc9f0,2024-02-20,8.71
Zephyrine,EU,#4cc9f0,2024-03-05,8.66
Zephyrine,EU,#4cc9f0,2024-03-19,8.6
Zephyrine,EU,#4cc9f0,2024-04-02,8.54
Zephyrine,EU,#4cc9f0,2024-04-16,8.61
Zephyrine,EU,#4cc9f0,2024-04-30,8.69
Zephyrine,EU,#4cc9f0,2024-05-14,8.82
Zephyrine,EU,#4cc9f0,2024-05-28,8.8
Zephyrine,EU,#4cc9f0,2024-06-11,8.73
Zephyrine,EU,#4cc9f0,2024-06-25,8.65
Zephyrine,EU,#4cc9f0,2024-07-09,8.67
Zephyrine,EU,#4cc9f0,2024-07-23,8.76
Zephyrine,EU,#4cc9f0,2024-08-06,8.79
Zephyrine,EU,#4cc9f0,2024-08-20,8.77
Zephyrine,EU,#4cc9f0,2024-09-03,8.69
Zephyrine,EU,#4cc9f0,2024-09-17,8.7
Zephyrine,EU,#4cc9f0,2024-10-01,8.73
Zephyrine,EU,#4cc9f0,2024-10-15,8.79
Zephyrine,EU,#4cc9f0,2024-10-29,8.77
Zephyrine,EU,#4cc9f0,2024-11-12,8.76
Zephyrine,EU,#4cc9f0,2024-11-26,8.74
Zephyrine,EU,#4cc9f0,2024-12-10,8.76
Zephyrine,EU,#4cc9f0,2024-12-24,8.81
Zephyrine,EU,#4cc9f0,2025-01-07,8.87
Zephyrine,EU,#4cc9f0,2025-01-21,8.87
Zephyrine,EU,#4cc9f0,2025-02-04,8.89
Zephyrine,EU,#4cc9f0,2025-02-18,8.95
Zephyrine,EU,#4cc9f0,2025-03-04,8.93
Zephyrine,EU,#4cc9f0,2025-03-18,8.88
Zephyrine,EU,#4cc9f0,2025-04-01,8.8
Zephyrine,EU,#4cc9f0,2025-04-15,8.77
Zephyrine,EU,#4cc9f0,2025-04-29,8.77
Zephyrine,EU,#4cc9f0,2025-05-13,8.83
Zephyrine,EU,#4cc9f0,2025-05-27,8.86
Zephyrine,EU,#4cc9f0,2025-06-10,8.92
Zephyrine,EU,#4cc9f0,2025-06-24,8.94
Zephyrine,EU,#4cc9f0,2025-07-08,8.96
Zephyrine,EU,#4cc9f0,2025-07-22,8.93
Zephyrine,EU,#4cc9f0,2025-08-05,8.9
Zephyrine,EU,#4cc9f0,2025-08-19,8.87
Zephyrine,EU,#4cc9f0,2025-09-02,8.91
Zephyrine,EU,#4cc9f0,2025-09-16,8.86
Zephyrine,EU,#4cc9f0,2025-09-30,8.88
Zephyrine,EU,#4cc9f0,2025-10-14,8.84
Zephyrine,EU,#4cc9f0,2025-10-28,8.86
Zephyrine,EU,#4cc9f0,2025-11-11,8.85
Zephyrine,EU,#4cc9f0,2025-11-25,8.85
Zephyrine,EU,#4cc9f0,2025-12-09,8.86
Zephyrine,EU,#4cc9f0,2025-12-23,8.91
Zephyrine,EU,#4cc9f0,2026-01-06,8.93
Zephyrine,EU,#4cc9f0,2026-01-20,8.91
Zephyrine,EU,#4cc9f0,2026-02-03,8.86
Zephyrine,EU,#4cc9f0,2026-02-17,8.86
Zephyrine,EU,#4cc9f0,2026-03-03,8.85
Zephyrine,EU,#4cc9f0,2026-03-17,8.84
Zephyrine,EU,#4cc9f0,2026-03-31,8.84
Zephyrine,EU,#4cc9f0,2026-04-14,8.88
Zephyrine,EU,#4cc9f0,2026-04-28,8.97
Zephyrine,EU,#4cc9f0,2026-05-12,9.01
Zephyrine,EU,#4cc9f0,2026-05-26,8.99
Zephyrine,EU,#4cc9f0,2026-06-01,8.93
Vortexity,AS,#f72585,2019-06-01,6.44
Vortexity,AS,#f72585,2019-06-15,6.45
Vortexity,AS,#f72585,2019-06-29,6.46
Vortexity,AS,#f72585,2019-07-13,6.48
Vortexity,AS,#f72585,2019-07-27,6.51
Vortexity,AS,#f72585,2019-08-10,6.51
Vortexity,AS,#f72585,2019-08-24,6.52
Vortexity,AS,#f72585,2019-09-07,6.5
Vortexity,AS,#f72585,2019-09-21,6.51
Vortexity,AS,#f72585,2019-10-05,6.55
Vortexity,AS,#f72585,2019-10-19,6.63
Vortexity,AS,#f72585,2019-11-02,6.69
Vortexity,AS,#f72585,2019-11-16,6.67
Vortexity,AS,#f72585,2019-11-30,6.58
Vortexity,AS,#f72585,2019-12-14,6.55
Vortexity,AS,#f72585,2019-12-28,6.55
Vortexity,AS,#f72585,2020-01-11,6.59
Vortexity,AS,#f72585,2020-01-25,6.58
Vortexity,AS,#f72585,2020-02-08,6.58
Vortexity,AS,#f72585,2020-02-22,6.65
Vortexity,AS,#f72585,2020-03-07,6.73
Vortexity,AS,#f72585,2020-03-21,6.79
Vortexity,AS,#f72585,2020-04-04,6.78
Vortexity,AS,#f72585,2020-04-18,6.76
Vortexity,AS,#f72585,2020-05-02,6.77
Vortexity,AS,#f72585,2020-05-16,6.77
Vortexity,AS,#f72585,2020-05-30,6.82
Vortexity,AS,#f72585,2020-06-13,6.85
Vortexity,AS,#f72585,2020-06-27,6.86
Vortexity,AS,#f72585,2020-07-11,6.86
Vortexity,AS,#f72585,2020-07-25,6.83
Vortexity,AS,#f72585,2020-08-08,6.85
Vortexity,AS,#f72585,2020-08-22,6.88
Vortexity,AS,#f72585,2020-09-05,6.96
Vortexity,AS,#f72585,2020-09-19,7.05
Vortexity,AS,#f72585,2020-10-03,7.06
Vortexity,AS,#f72585,2020-10-17,7.09
Vortexity,AS,#f72585,2020-10-31,7.08
Vortexity,AS,#f72585,2020-11-14,7.05
Vortexity,AS,#f72585,2020-11-28,6.98
Vortexity,AS,#f72585,2020-12-12,7.02
Vortexity,AS,#f72585,2020-12-26,7.11
Vortexity,AS,#f72585,2021-01-09,7.22
Vortexity,AS,#f72585,2021-01-23,7.29
Vortexity,AS,#f72585,2021-02-06,7.35
Vortexity,AS,#f72585,2021-02-20,7.37
Vortexity,AS,#f72585,2021-03-06,7.38
Vortexity,AS,#f72585,2021-03-20,7.44
Vortexity,AS,#f72585,2021-04-03,7.51
Vortexity,AS,#f72585,2021-04-17,7.55
Vortexity,AS,#f72585,2021-05-01,7.51
Vortexity,AS,#f72585,2021-05-15,7.49
Vortexity,AS,#f72585,2021-05-29,7.44
Vortexity,AS,#f72585,2021-06-12,7.41
Vortexity,AS,#f72585,2021-06-26,7.41
Vortexity,AS,#f72585,2021-07-10,7.4
Vortexity,AS,#f72585,2021-07-24,7.41
Vortexity,AS,#f72585,2021-08-07,7.38
Vortexity,AS,#f72585,2021-08-21,7.36
Vortexity,AS,#f72585,2021-09-04,7.39
Vortexity,AS,#f72585,2021-09-18,7.46
Vortexity,AS,#f72585,2021-10-02,7.57
Vortexity,AS,#f72585,2021-10-16,7.61
Vortexity,AS,#f72585,2021-10-30,7.61
Vortexity,AS,#f72585,2021-11-13,7.58
Vortexity,AS,#f72585,2021-11-27,7.56
Vortexity,AS,#f72585,2021-12-11,7.56
Vortexity,AS,#f72585,2021-12-25,7.56
Vortexity,AS,#f72585,2022-01-08,7.59
Vortexity,AS,#f72585,2022-01-22,7.63
Vortexity,AS,#f72585,2022-02-05,7.72
Vortexity,AS,#f72585,2022-02-19,7.79
Vortexity,AS,#f72585,2022-03-05,7.76
Vortexity,AS,#f72585,2022-03-19,7.75
Vortexity,AS,#f72585,2022-04-02,7.77
Vortexity,AS,#f72585,2022-04-16,7.87
Vortexity,AS,#f72585,2022-04-30,7.87
Vortexity,AS,#f72585,2022-05-14,7.86
Vortexity,AS,#f72585,2022-05-28,7.83
Vortexity,AS,#f72585,2022-06-11,7.87
Vortexity,AS,#f72585,2022-06-25,7.84
Vortexity,AS,#f72585,2022-07-09,7.81
Vortexity,AS,#f72585,2022-07-23,7.81
Vortexity,AS,#f72585,2022-08-06,7.88
Vortexity,AS,#f72585,2022-08-20,7.88
Vortexity,AS,#f72585,2022-09-03,7.93
Vortexity,AS,#f72585,2022-09-17,7.92
Vortexity,AS,#f72585,2022-10-01,7.99
Vortexity,AS,#f72585,2022-10-15,7.97
Vortexity,AS,#f72585,2022-10-29,8.04
Vortexity,AS,#f72585,2022-11-12,8.09
Vortexity,AS,#f72585,2022-11-26,8.16
Vortexity,AS,#f72585,2022-12-10,8.19
Vortexity,AS,#f72585,2022-12-24,8.17
Vortexity,AS,#f72585,2023-01-07,8.12
Vortexity,AS,#f72585,2023-01-21,8.1
Vortexity,AS,#f72585,2023-02-04,8.05
Vortexity,AS,#f72585,2023-02-18,8.11
Vortexity,AS,#f72585,2023-03-04,8.12
Vortexity,AS,#f72585,2023-03-18,8.15
Vortexity,AS,#f72585,2023-04-01,8.11
Vortexity,AS,#f72585,2023-04-15,8.01
Vortexity,AS,#f72585,2023-04-29,7.99
Vortexity,AS,#f72585,2023-05-13,8.03
Vortexity,AS,#f72585,2023-05-27,8.12
Vortexity,AS,#f72585,2023-06-10,8.18
Vortexity,AS,#f72585,2023-06-24,8.16
Vortexity,AS,#f72585,2023-07-08,8.17
Vortexity,AS,#f72585,2023-07-22,8.2
Vortexity,AS,#f72585,2023-08-05,8.24
Vortexity,AS,#f72585,2023-08-19,8.18
Vortexity,AS,#f72585,2023-09-02,8.1
Vortexity,AS,#f72585,2023-09-16,8.06
Vortexity,AS,#f72585,2023-09-30,8.02
Vortexity,AS,#f72585,2023-10-14,8.06
Vortexity,AS,#f72585,2023-10-28,8.09
Vortexity,AS,#f72585,2023-11-11,8.18
Vortexity,AS,#f72585,2023-11-25,8.2
Vortexity,AS,#f72585,2023-12-09,8.19
Vortexity,AS,#f72585,2023-12-23,8.22
Vortexity,AS,#f72585,2024-01-06,8.26
Vortexity,AS,#f72585,2024-01-20,8.28
Vortexity,AS,#f72585,2024-02-03,8.25
Vortexity,AS,#f72585,2024-02-17,8.27
Vortexity,AS,#f72585,2024-03-02,8.28
Vortexity,AS,#f72585,2024-03-16,8.24
Vortexity,AS,#f72585,2024-03-30,8.16
Vortexity,AS,#f72585,2024-04-13,8.13
Vortexity,AS,#f72585,2024-04-27,8.17
Vortexity,AS,#f72585,2024-05-11,8.22
Vortexity,AS,#f72585,2024-05-25,8.29
Vortexity,AS,#f72585,2024-06-08,8.29
Vortexity,AS,#f72585,2024-06-22,8.27
Vortexity,AS,#f72585,2024-07-06,8.22
Vortexity,AS,#f72585,2024-07-20,8.23
Vortexity,AS,#f72585,2024-08-03,8.24
Vortexity,AS,#f72585,2024-08-17,8.24
